,fields.categorieentreprise,fields.etatadministratifunitelegale,fields.geolocetablissement,fields.trancheeffectifsunitelegale,fields.trancheeffectifsunitelegaletriable,fields.siretsiegeunitelegale,fields.siret,fields.etablissementsiege,fields.sectionunitelegale,fields.codepostaletablissement,fields.caractereemployeurunitelegale,fields.datecreationunitelegale,fields.datecreationetablissement,fields.denominationunitelegale,geometry.type,geometry.coordinates
115,PME,Active,"[48.872782, 2.363236]",6 à 9 salariés,03,48937656600035,48937656600035,oui,Autres activités de services,75010.0,Oui,2006-03-08,2011-06-07,CENTRE D'INFORMATION SUR LES DROITS DES FEMMES DE PARIS,Point,"[2.363236, 48.872782]"
116,PME,Active,"[48.870674, 2.390892]",3 à 5 salariés,02,44992063600031,44992063600031,oui,Enseignement,75020.0,Oui,2002-03-01,2014-04-08,ETHNOART,Point,"[2.390892, 48.870674]"
117,PME,Active,"[48.872516, 2.399281]",1 ou 2 salariés,01,50831309500038,50831309500038,oui,"Arts, spectacles et activités récréatives",75020.0,Oui,2008-09-01,2012-10-01,COOPYR-SPORTIF,Point,"[2.399281, 48.872516]"
118,PME,Active,"[48.879833, 2.344992]",1 ou 2 salariés,01,82139068900031,82139068900023,non,"Arts, spectacles et activités récréatives",75009.0,Oui,2016-07-27,2018-05-04,LE PETIT ESCARGOT,Point,"[2.344992, 48.879833]"
119,PME,Active,"[48.835592, 2.325821]",0 salarié,00,53150203700025,53150203700025,oui,"Arts, spectacles et activités récréatives",75014.0,Oui,2011-02-11,2011-10-01,DIXLESIC AND CO,Point,"[2.325821, 48.835592]"
120,PME,Active,"[48.889291, 2.341564]",1 ou 2 salariés,01,80846605600021,80846605600013,non,"Arts, spectacles et activités récréatives",75018.0,Non,2014-11-23,2014-11-23,ARKENCIEL COMPAGNIE,Point,"[2.341564, 48.889291]"
121,,Active,"[48.867176, 2.359766]",,,89124797500016,89124797500016,oui,"Arts, spectacles et activités récréatives",75003.0,Non,2018-03-03,2018-03-03,BAREFOOT PRODUCTIONS,Point,"[2.359766, 48.867176]"
122,PME,Active,"[48.895045, 2.365067]",3 à 5 salariés,02,39871358600061,39871358600061,oui,"Arts, spectacles et activités récréatives",75018.0,Oui,1993-03-23,2013-11-20,CAPOEIRA VIOLA COMPAGNIE LE SOMMET DE L ABRICOTIER,Point,"[2.365067, 48.895045]"
123,PME,Active,"[48.852946, 2.391629]",250 à 499 salariés,32,44139367500398,44139367500398,oui,Santé humaine et action sociale,75011.0,Oui,2002-01-01,2019-04-01,PETITS FRERES PAUVRES ASS GESTI ETABLISS,Point,"[2.391629, 48.852946]"
124,,Active,"[48.886094, 2.362209]",,,84054814300014,84054814300014,oui,Autres activités de services,75018.0,Non,2017-09-07,2017-09-07,COLLECTIF BOMBEAO (B.A.O),Point,"[2.362209, 48.886094]"
125,PME,Active,"[48.838653, 2.407688]",3 à 5 salariés,02,34502176000037,34502176000037,oui,"Arts, spectacles et activités récréatives",75012.0,Oui,1988-04-01,2009-06-01,COMITE DEP OLYMPIQUE ET SPORTIF DE PARIS,Point,"[2.407688, 48.838653]"
126,PME,Active,"[48.829413, 2.331167]",0 salarié,00,80007601000019,80007601000019,oui,Autres activités de services,75014.0,Oui,2014-01-03,2014-01-03,PAR LE MONDE,Point,"[2.331167, 48.829413]"
127,PME,Active,"[48.851134, 2.309779]",6 à 9 salariés,03,78431346200011,78431346200011,oui,"Arts, spectacles et activités récréatives",75007.0,Oui,1900-01-01,1900-01-01,ECLAIREURS ISRAELITES DE FR,Point,"[2.309779, 48.851134]"
128,PME,Active,"[48.833474, 2.319823]",3 à 5 salariés,02,48332094100022,48332094100022,oui,Autres activités de services,75014.0,Oui,2005-03-03,2006-01-31,CAFE ASSOCIATIF PERNETY,Point,"[2.319823, 48.833474]"
129,,Active,"[48.868399, 2.374453]",,,82848233100026,82848233100026,oui,Information et communication,75011.0,Non,2016-10-25,2019-04-15,ARTOUS,Point,"[2.374453, 48.868399]"
130,PME,Active,"[48.856222, 2.367392]",10 à 19 salariés,11,52502412100051,52502412100051,oui,Autres activités de services,75003.0,Oui,2004-06-23,2019-09-03,100% HANDINAMIQUE POUR LA REUSSITE DES JEUNES HANDICAPES (100% HANDINAMIQUE),Point,"[2.367392, 48.856222]"
131,PME,Active,"[48.881784, 2.36872]",1 ou 2 salariés,01,83120686700010,83120686700010,oui,Autres activités de services,75010.0,Non,2017-07-12,2017-07-12,LOUISE ROSIER KIDS,Point,"[2.36872, 48.881784]"
132,PME,Active,"[48.885588, 2.311417]",250 à 499 salariés,32,31562941000038,31562941000038,oui,Santé humaine et action sociale,75017.0,Oui,1979-01-01,2020-10-15,ASSOCIATION LES AMIS - SERVICE A DOMICILE,Point,"[2.311417, 48.885588]"
133,PME,Active,"[48.873953, 2.364207]",1 ou 2 salariés,01,51812716200015,51812716200015,oui,Autres activités de services,75010.0,Oui,2009-10-07,2009-10-07,PARADOXES,Point,"[2.364207, 48.873953]"
134,ETI,Active,"[48.830493, 2.358766]",500 à 999 salariés,41,77568194300053,77568194300053,oui,Santé humaine et action sociale,75013.0,Oui,1900-01-01,1900-01-01,SANTE MENTALE LUTTE CONTRE L ALCOOLISME,Point,"[2.358766, 48.830493]"
135,PME,Active,"[48.852645, 2.391732]",Etablissement non employeur,-1,44285839500019,44285839500019,oui,Autres activités de services,75011.0,Oui,2002-02-12,2002-02-12,ASIAD,Point,"[2.391732, 48.852645]"
136,PME,Active,"[48.906466, 2.387482]",1 ou 2 salariés,01,49934353100053,49934353100046,non,"Arts, spectacles et activités récréatives",93300.0,Non,2007-05-18,2011-07-13,CIE MPDA,Point,"[2.387482, 48.906466]"
137,PME,Active,"[48.835582, 2.322567]",1 ou 2 salariés,01,82249237700012,82249237700012,oui,Activités de services administratifs et de soutien,75014.0,Oui,2016-02-11,2016-02-11,KALIZEE,Point,"[2.322567, 48.835582]"
138,PME,Active,"[48.862045, 2.38375]",3 à 5 salariés,02,80012645000017,80012645000017,oui,"Activités spécialisées, scientifiques et techniques",75011.0,Oui,2013-12-19,2013-12-19,RESEAU FRANCILIEN DU REEMPLOI,Point,"[2.38375, 48.862045]"
139,PME,Active,"[48.880406, 2.376545]",1 ou 2 salariés,01,83267714000028,83267714000028,oui,Information et communication,75019.0,Oui,2017-02-26,2020-02-20,NOTHING TO HIDE,Point,"[2.376545, 48.880406]"
140,,Active,"[48.885453, 2.321206]",,,83054457300017,83054457300017,oui,Autres activités de services,75017.0,Non,2016-01-10,2016-01-10,DO'S MUSICAL,Point,"[2.321206, 48.885453]"
141,ETI,Active,"[48.885529, 2.390137]",250 à 499 salariés,32,77566643100322,77566643100322,oui,Hébergement et restauration,75019.0,Oui,1900-01-01,2006-09-27,ASS LOGEMENT JEUNES TRAVAILLEURS,Point,"[2.390137, 48.885529]"
142,,Active,"[48.879266, 2.342437]",,,51744183800011,51744183800011,oui,Autres activités de services,75009.0,Non,1966-02-04,1966-02-04,ASSOCIATION SPORTIVE SCOLAIRE DU COLLEGE PAUL GAUGUIN,Point,"[2.342437, 48.879266]"
143,,Active,"[48.845148, 2.381306]",,,49366521000032,49366521000032,oui,"Arts, spectacles et activités récréatives",75012.0,Non,2003-07-30,2003-07-30,ASS HAI-LYLYNE,Point,"[2.381306, 48.845148]"
144,PME,Active,"[48.859527, 2.422284]",6 à 9 salariés,03,80843335300014,80843335300014,oui,"Arts, spectacles et activités récréatives",93170.0,Oui,2014-11-18,2014-11-18,COMPAGNIE LES FILLES DE SIMONE,Point,"[2.422284, 48.859527]"
145,PME,Active,"[48.890596, 2.341538]",,,84753850100010,84753850100010,oui,"Arts, spectacles et activités récréatives",75018.0,Oui,2017-12-26,2017-12-26,AH LA LA PRODUCTION,Point,"[2.341538, 48.890596]"
146,PME,Active,"[48.870963, 2.354945]",1 ou 2 salariés,01,45325987100029,45325987100029,oui,Enseignement,75010.0,Oui,1998-01-23,2012-07-01,ASSOCIATION TENCHI,Point,"[2.354945, 48.870963]"
147,PME,Active,"[48.895056, 2.342842]",1 ou 2 salariés,01,47821437200029,47821437200029,oui,"Arts, spectacles et activités récréatives",75018.0,Oui,2002-12-24,2006-06-21,MILA 18,Point,"[2.342842, 48.895056]"
148,PME,Active,"[48.845112, 2.354206]",Etablissement non employeur,-1,40065444800044,40065444800044,oui,"Arts, spectacles et activités récréatives",75005.0,Oui,1995-01-01,2015-12-11,GRS GLACIERE XIII,Point,"[2.354206, 48.845112]"
149,PME,Active,"[48.889233, 2.345373]",3 à 5 salariés,02,43533315800028,43533315800028,oui,Santé humaine et action sociale,75018.0,Oui,2001-01-19,2011-04-26,COORDINATION TOXICOMANIES,Point,"[2.345373, 48.889233]"
150,PME,Active,"[48.851659, 2.346113]",3 à 5 salariés,02,52129623600016,52129623600016,oui,Santé humaine et action sociale,75005.0,Oui,2010-02-22,2010-02-22,ASSO DES VULNERABLES DES ENERGIES DES COMPETENCES,Point,"[2.346113, 48.851659]"
151,PME,Cessée,"[49.073741, 2.183751]",1 ou 2 salariés,01,39778807600016,39778807600016,oui,"Arts, spectacles et activités récréatives",95430.0,Non,1994-06-09,1994-06-09,ENGRENAGE THEATRE,Point,"[2.183751, 49.073741]"
152,PME,Active,"[48.885169, 2.352688]",1 ou 2 salariés,01,49880397200013,49880397200013,oui,Autres activités de services,75018.0,Oui,2002-07-26,2002-07-26,CHAUSSETTES SOLIDAIRES,Point,"[2.352688, 48.885169]"
153,PME,Active,"[48.849399, 2.289653]",1 ou 2 salariés,01,53108469700014,53108469700014,oui,"Arts, spectacles et activités récréatives",75015.0,Oui,2010-12-22,2010-12-22,VIVALIVE,Point,"[2.289653, 48.849399]"
154,PME,Active,"[48.873074, 2.226074]",1 ou 2 salariés,01,80875381800018,80875381800018,oui,Enseignement,92150.0,Oui,2014-10-08,2014-10-08,LES PETITS TRILINGUES,Point,"[2.226074, 48.873074]"
155,,Active,"[48.863649, 2.362]",Etablissement non employeur,-1,30211336000044,30211336000028,non,"Arts, spectacles et activités récréatives",75003.0,Non,1900-01-01,1989-08-10,CENTRE SUBAQUATIQUE FRANCAIS,Point,"[2.362, 48.863649]"
156,PME,Active,"[48.899151, 2.320685]",1 ou 2 salariés,01,48013001200044,48013001200044,oui,"Arts, spectacles et activités récréatives",75017.0,Non,2004-12-17,2016-07-04,LA FABRIQUE DES PETITS HASARDS,Point,"[2.320685, 48.899151]"
157,,Active,"[48.872259, 2.376412]",,,88335753500011,88335753500011,oui,"Arts, spectacles et activités récréatives",75010.0,Non,2020-04-16,2020-04-16,LE CONCERT FANTASTIQUE,Point,"[2.376412, 48.872259]"
158,PME,Active,"[48.866597, 2.380868]",1 ou 2 salariés,01,48338708000011,48338708000011,oui,Autres activités de services,75011.0,Oui,2005-05-06,2005-05-06,APICED,Point,"[2.380868, 48.866597]"
159,PME,Active,"[48.858745, 2.345606]",,,83538235900015,83538235900015,oui,Santé humaine et action sociale,75001.0,Oui,2018-02-01,2018-02-01,ATELIERS OBEDIA,Point,"[2.345606, 48.858745]"
160,PME,Active,"[48.841839, 2.390309]",6 à 9 salariés,03,32410595600027,32410595600027,oui,Autres activités de services,75012.0,Non,1981-10-01,2017-12-01,ASS ARC EN CIEL 12,Point,"[2.390309, 48.841839]"
161,PME,Active,"[48.850315, 2.362374]",10 à 19 salariés,11,32564612300035,32564612300035,oui,"Activités spécialisées, scientifiques et techniques",75004.0,Oui,1982-06-01,2019-04-01,CONST ARCHITECT URBAIN ENVIRONNEMENT,Point,"[2.362374, 48.850315]"
162,PME,Active,"[48.822633, 2.361318]",3 à 5 salariés,02,41526643600039,41526643600039,oui,"Arts, spectacles et activités récréatives",75013.0,Oui,1997-09-15,2018-02-07,LA DOMREMY GYMNASTIQUE,Point,"[2.361318, 48.822633]"
163,PME,Active,"[48.885808, 2.314059]",Etablissement non employeur,-1,81193978400013,81193978400013,oui,Information et communication,75017.0,Oui,2015-05-27,2015-05-27,ARTISTIX WAY LA VOIE EST LIBRE ET INFINIE,Point,"[2.314059, 48.885808]"
164,PME,Active,"[48.894896, 2.342832]",1 ou 2 salariés,01,42498729500013,42498729500013,oui,Autres activités de services,75018.0,Non,1999-08-17,1999-08-17,ASSOCIATION MA'OHI,Point,"[2.342832, 48.894896]"
165,PME,Active,"[48.854027, 2.389583]",3 à 5 salariés,02,38361407000043,38361407000043,oui,Autres activités de services,75011.0,Oui,1991-04-06,2015-02-11,FEDERATION DES ASSOCIATIONS REFLEXION ACTION PRISON ET JUSTICE,Point,"[2.389583, 48.854027]"
166,PME,Active,"[48.893729, 2.345965]",0 salarié,00,41285838300026,41285838300026,oui,"Arts, spectacles et activités récréatives",75018.0,Non,1997-01-07,2008-10-01,L AUTRE SOUFFLE,Point,"[2.345965, 48.893729]"
167,PME,Active,"[48.875336, 2.356131]",Etablissement non employeur,-1,40240476800069,40240476800069,oui,"Arts, spectacles et activités récréatives",75010.0,Oui,1995-12-01,2019-12-20,FATA MORGANA,Point,"[2.356131, 48.875336]"
168,PME,Active,"[48.888923, 2.370885]",1 ou 2 salariés,01,51458658500010,51458658500010,oui,Autres activités de services,75019.0,Oui,2009-08-05,2009-08-05,COLLECTIF INDEPENDANT LOCATAIRES RESIDENCE TANGER,Point,"[2.370885, 48.888923]"
169,,Active,"[48.895031, 2.323751]",,,83395478700028,83395478700028,oui,Autres activités de services,75017.0,Non,2017-08-23,2018-04-09,BIODIVERSITY FOR PEACE (B4P),Point,"[2.323751, 48.895031]"
170,,Active,"[48.872002, 2.366549]",,,83373929500016,83373929500016,oui,Autres activités de services,75010.0,Non,2017-09-12,2017-09-12,BAS LES PAILLES,Point,"[2.366549, 48.872002]"
171,PME,Active,"[48.886824, 2.317581]",3 à 5 salariés,02,80229721800025,80229721800017,non,Autres activités de services,75017.0,Oui,2014-01-09,2014-01-09,CENTRE PAROISSIAL D'INTIATIVES JEUNES OZANAM ( CEPIJE OZANAM ),Point,"[2.317581, 48.886824]"
172,PME,Active,"[48.889344, 2.354479]",Etablissement non employeur,-1,52534018800024,52534018800024,oui,Autres activités de services,75018.0,Non,2010-07-14,2014-07-18,SOLIDARITE CHATEAU-ROUGE,Point,"[2.354479, 48.889344]"
173,,Active,"[48.870959, 2.341624]",,,53530184000026,53530184000018,non,Autres activités de services,75002.0,Non,2006-11-24,2006-11-24,VILLAGE DES PANORAMAS VARIETES MONTMARTRE DIT VILLAGE DES PANORMAS,Point,"[2.341624, 48.870959]"
174,PME,Active,"[48.875374, 2.420159]",Etablissement non employeur,-1,53192055100037,53192055100029,non,"Arts, spectacles et activités récréatives",93170.0,Oui,2011-02-18,2015-12-09,SPAT' SONORE,Point,"[2.420159, 48.875374]"
175,,Active,"[48.857929, 2.32948]",Etablissement non employeur,-1,44999914300018,44999914300018,oui,Information et communication,75007.0,Non,1998-10-13,1998-10-13,CINE D'HIER,Point,"[2.32948, 48.857929]"
176,PME,Active,"[48.856367, 2.383388]",1 ou 2 salariés,01,43393957600032,43393957600032,oui,Santé humaine et action sociale,75011.0,Oui,2000-09-15,2006-01-17,ORPHELINS-SIDA-INTERNATIONAL,Point,"[2.383388, 48.856367]"
177,PME,Active,"[48.836621, 2.401108]",20 à 49 salariés,12,51479033600010,51479033600010,oui,Santé humaine et action sociale,75012.0,Oui,2009-07-24,2009-07-24,REGIE DE QUARTIER FECAMP 12,Point,"[2.401108, 48.836621]"
178,PME,Active,"[48.878147, 2.354139]",1 ou 2 salariés,01,42110284900013,42110284900013,oui,Enseignement,75010.0,Oui,1997-07-29,1997-07-29,L'AIRE A MOTS,Point,"[2.354139, 48.878147]"
179,,Active,"[48.92196, 2.541436]",,,82360268500013,82360268500013,oui,Autres activités de services,93190.0,Non,2015-11-27,2015-11-27,ARC-EN-CIEL,Point,"[2.541436, 48.92196]"
180,PME,Active,"[48.886001, 2.3507]",6 à 9 salariés,03,38411101900012,38411101900012,oui,Santé humaine et action sociale,75018.0,Oui,1991-11-06,1991-11-06,ARBRE BLEU,Point,"[2.3507, 48.886001]"
181,PME,Active,"[48.879147, 2.342505]",3 à 5 salariés,02,50114792000034,50114792000034,oui,Autres activités de services,75009.0,Oui,2007-09-27,2018-01-25,ASS TOUT AUTRE CHOSE,Point,"[2.342505, 48.879147]"
182,PME,Active,"[48.881395, 2.362914]",3 à 5 salariés,02,82998324600028,82998324600028,oui,Autres activités de services,75010.0,Oui,2017-05-04,2018-06-18,LA TEXTILERIE,Point,"[2.362914, 48.881395]"
183,,Active,"[48.863078, 2.354327]",,,51419824100010,51419824100010,oui,"Arts, spectacles et activités récréatives",75003.0,Non,1997-06-10,1997-06-10,DOUBLE JEU TENNIS PARIS,Point,"[2.354327, 48.863078]"
184,PME,Active,"[48.859963, 2.357272]",1 ou 2 salariés,01,48423928000023,48423928000023,oui,Autres activités de services,75003.0,Oui,2001-10-01,2014-07-01,COMITE FRANCAIS DU BOUCLIER BLEU,Point,"[2.357272, 48.859963]"
185,PME,Active,"[48.895358, 2.349426]",3 à 5 salariés,02,49791570200045,49791570200037,non,Autres activités de services,75018.0,Oui,2006-07-12,2012-01-01,ASS CULTURES SUR COUR,Point,"[2.349426, 48.895358]"
186,PME,Active,"[48.828243, 2.272328]",1 ou 2 salariés,01,84240889000015,84240889000015,oui,Autres activités de services,75015.0,Oui,2018-09-09,2018-09-09,ENSEMBLE AUX FRERES VOISIN,Point,"[2.272328, 48.828243]"
187,PME,Active,"[48.873289, 2.391256]",10 à 19 salariés,11,30900121200047,30900121200047,oui,Santé humaine et action sociale,75020.0,Non,1900-01-01,2019-02-19,RELAIS MENILMONTANT,Point,"[2.391256, 48.873289]"
188,PME,Active,"[48.885344, 2.338363]",3 à 5 salariés,02,53755352100023,53755352100023,oui,"Arts, spectacles et activités récréatives",75018.0,Oui,2011-10-31,2017-01-13,ASSOCIATION DE MEDIATION POUR UN USAGE OPTIMAL DE LA NUIT (AMUON) - LES PIERROTS DE LA NUIT,Point,"[2.338363, 48.885344]"
189,PME,Active,"[45.759343, 4.926403]",20 à 49 salariés,12,43122571300061,43122571300061,oui,Autres activités de services,69120.0,Oui,1999-11-02,2015-08-01,ENTREPRENEURS DU MONDE,Point,"[4.926403, 45.759343]"
190,PME,Active,"[48.830303, 2.301819]",20 à 49 salariés,12,38772311700017,38772311700017,oui,"Arts, spectacles et activités récréatives",75015.0,Oui,1992-01-01,1992-01-01,THEATRE SILVIA MONFORT,Point,"[2.301819, 48.830303]"
191,PME,Active,"[48.899086, 2.340268]",3 à 5 salariés,02,50790493600030,50790493600030,oui,Information et communication,75018.0,Oui,2008-07-22,2014-01-06,LA SIERRA PROD,Point,"[2.340268, 48.899086]"
192,PME,Active,"[48.899598, 2.347557]",1 ou 2 salariés,01,78863832800013,78863832800013,oui,Autres activités de services,75018.0,Oui,2012-09-12,2012-09-12,CHOEUR ET ORCHESTRE SORBONNE UNIVERSITES,Point,"[2.347557, 48.899598]"
193,,Active,"[48.855028, 2.30699]",,,84320838000017,84320838000017,oui,Autres activités de services,75007.0,Non,2018-09-26,2018-09-26,ASSOCIATION DES COMMERCANTS DU QUARTIER DE LA MOTTE PICQUET,Point,"[2.30699, 48.855028]"
194,PME,Active,"[48.884125, 2.365344]",250 à 499 salariés,32,78441436900065,78441436900065,oui,Santé humaine et action sociale,75010.0,Oui,1900-01-01,2012-12-01,FEDERATION DE PARIS DE LA LIGUE DE L ENSEIGNEMENT,Point,"[2.365344, 48.884125]"
195,,Active,"[48.868297, 2.385659]",,,78940345800043,78940345800035,non,Enseignement,75020.0,Non,2012-10-23,2018-09-28,CENTRE CULTUREL DANSE DU ZEBRE,Point,"[2.385659, 48.868297]"
196,PME,Active,"[48.886221, 2.324706]",6 à 9 salariés,03,48925534900032,48925534900032,oui,"Arts, spectacles et activités récréatives",75017.0,Oui,2002-07-24,2010-05-31,ARIANA,Point,"[2.324706, 48.886221]"
197,PME,Active,"[48.885789, 2.355302]",10 à 19 salariés,11,38873953400021,38873953400021,oui,Santé humaine et action sociale,75018.0,Oui,1991-12-17,1996-07-25,SALLE SAINT BRUNO,Point,"[2.355302, 48.885789]"
198,PME,Active,"[48.854851, 2.356314]",1 ou 2 salariés,01,42435979200019,42435979200019,oui,Autres activités de services,75004.0,Oui,1987-03-24,1987-03-24,ASSOCIATION FONDS MEMOIRE D AUSCHWITZ,Point,"[2.356314, 48.854851]"
199,PME,Active,"[48.878496, 2.337741]",100 à 199 salariés,22,78441204100013,78441204100013,oui,Santé humaine et action sociale,75009.0,Oui,1900-01-01,1900-01-01,UNION DEPARTEMENTALE ASS FAMILIAL PARIS,Point,"[2.337741, 48.878496]"
200,PME,Active,"[48.833514, 2.366378]",3 à 5 salariés,02,75045418300021,75045418300021,oui,Autres activités de services,75013.0,Non,2011-12-19,2018-05-23,CABANE A JEUX,Point,"[2.366378, 48.833514]"
201,,Active,"[48.860516, 2.311308]",,,81078828100022,81078828100022,oui,"Arts, spectacles et activités récréatives",75007.0,Non,2015-04-13,2016-07-01,QUINTETTE ASSOCIATION,Point,"[2.311308, 48.860516]"
202,PME,Active,"[48.857346, 2.34779]",100 à 199 salariés,22,77566172100024,77566172100024,oui,"Arts, spectacles et activités récréatives",75004.0,Oui,1900-01-01,1986-06-30,THEATRE DE LA VILLE,Point,"[2.34779, 48.857346]"
203,,Active,"[48.877936, 2.404248]",,,84162859700012,84162859700012,oui,Santé humaine et action sociale,75019.0,Oui,2018-04-26,2018-04-26,CYBER ECRIVAIN PUBLIC,Point,"[2.404248, 48.877936]"
204,,Active,"[48.864844, 2.346706]",,,78931903500026,78931903500018,non,Autres activités de services,75002.0,Non,1991-11-18,1991-11-18,ASSOCIATION POUR LA DEFENSE ET L ANIMATION DES COMMERCES ET ENTREPRISES DU QUARTIER MONTORGUEIL,Point,"[2.346706, 48.864844]"
205,PME,Active,"[48.864735, 2.355955]",3 à 5 salariés,02,49410179300037,49410179300037,oui,Autres activités de services,75003.0,Oui,2002-09-10,2019-09-13,PARIS STREET CULTURE,Point,"[2.355955, 48.864735]"
206,PME,Active,"[48.89928, 2.396625]",50 à 99 salariés,21,41190781900022,41190781900022,oui,Santé humaine et action sociale,93500.0,Oui,1995-07-07,1999-06-01,ASSOCIATION COUP DE MAIN,Point,"[2.396625, 48.89928]"
